Movie_Title,Storyline
Sezony,"Helen and her stepfather Dirk move from Germany to Eastbourne. To please Dirk, Helen goes on a murderous rampage, killing 14 people within 3 days, taking extreme measures to satisfy him."
Eid,"Narrated by award-winning actor Dylan Baker, Built to Last is a documentary film addressing poorly constructed homes and their consequences for homeowners and communities in the age of climate change."
Maya,"When Sean Astin, D. B. Sweeney, Michael Muhney and Jessica Roszko collide, you have a mix of the best short independent films since Sundance. Checkout the finest short films from drama to animation with a little bit of thriller and comedy."
Goon Squad,"Five bizarre stories that make up this edgy, humorous, and utterly bonkers Italian horror anthology, which gleefully includes serial killers, cannibal sex workers, and environmentalist witches."
Daughter's Daughter,The adventures of Doc Holliday continue as he finds himself on trial for the murder of a missing Faro player.
Madame Durocher,"On a quiet Sunday that also happens to be Gandhi Jayanti, when meat sale is prohibited nationwide, an 11-year-old girl goes on a quirky adventure in pursuit of a forbidden chicken curry."
Framed,"A police officer pursues a gang of thieves. Meanwhile a husband returns from overseas with his wife, leading to marital complexities."
Revealed: How to Poison a Planet,Three brothers marry on the same day and an eccentric group of family members attend.
A Yard of Jackals,"After his release from prison, Malcolm vows to leave his criminal past behind, but a series of events pulls him back into the game, unveiling a trail of dark secrets."
Day Trippers,"During college Homecoming weekend, a group of friends reunite. Nostalgia gives way to buried secrets, unresolved tensions surfacing. Their friendships are tested as past mistakes and betrayals are confronted."
Young Lion of the West,"Three legendary artists - Jorge Amado, Dorival Caymmi, and Carybé - bonded over their shared love of Bahia, capturing its soul through literature, music, and art. Their works shaped the region's cultural identity and continue to inspire."
Bauk,"Self-styled ""revolutionary"" Chris (T. Ryder Smith) is besotted with critical theory and can't stop talking about it. He is about to self-publish a book entitled ""On Distraction"", and is wrestling with ""branding"" himself, as per the advice of Laura, (Mitzi Akaha), a photographer with a special interest in ikons and a sideline baking pot brownies. In NYC over the course of several weeks, as Covid restrictions ease, Laura, Chris and his long-time on-and-off girlfriend, sociology professor Vanessa, (Betsy Aidem), meet virtually and in person to debate a vast range of thinkers and issues including identity politics, universality, praxis, the lumpenproletariat, escape from capitalism, the Haitian revolution, #MeToo, BLM, Guy Debord, Bernard Steigler, Achille Mbembe, the plays of Sophocles, the Twilight Zone, art-house cinema and fully-automated communism. The film culminates in a trip Chris and Laura take upstate where their hotel balcony overlooks Indian Point nuclear power plant. Will Chris stop talking long enough to make either relationship work? Does everything have to change for anything to change? And more importantly, have the birds of Central Park been replaced by cleverly-designed machines?"
Nueva Tierra,"Upon experiencing her first menstruation at school, June, a twelve-year-old Kenyan girl, grapples with the harsh reality of unawareness, exclusion, and shame. ""IMPURE"" is a thought-provoking coming-of-age story that addresses the stigma of ""period shaming"", drawing inspiration from tragic real-life events."
Real Life Fiction,"A reluctant serial killer grapples with his base desires and longs for his own death, as a small town Detective closes in on his trail to stop the killing spree while dealing with her own trauma."
The Rise and Rise of the UFC,Sal Vulcano clearly remembers his childhood fears and how they've followed him well into his adult years.
Carol,"After Pol Pot regime, 1993, they moved into an abandoned orphanage. They realized that the whole building was cursed by a vengeful spirit, Reatrei. Tragedies start to happen one after another until they find what her curse wants."
Güzel Bir Rüya,"Israel Palestine on Swedish Television 1958-1989 explores one of the world's longest conflicts through archival Swedish TV footage, challenging conventions of history-writing, depicting how media perceived the issue."
Weekend de vis,Three women on hard times look to deal drugs for a local kingpin.
Cancel Me Not,"During Argentina's brutal Videla dictatorship, thousands vanished. When Nora Cortinas' son was taken, she led protests at Plaza de Mayo that helped end the regime. Today, despite family costs, she continues fighting for justice."
Ward D,"After their father's sudden passing, a family copes with various events and unexpected challenges as they realize the dead body is missing."
The Belle from Gaza,"NBA Twitter king's quest unravels the fleeting nature of online content and human bonds in the digital era, shaping our ephemeral connections."
Old Wounds,"Two warriors, from the future, are tasked to go back in time to prevent the great Kabbage apocalypse from happening in order to save mankind."
