Movie_Title,Storyline
Jingle Bell Love,Widower Jack Cooper's daughter schemes to set him up with a charming local during their Christmas visit to his late wife's hometown.
Mujigae,"After her Filipino mom dies in Korea, 5-year-old biracial Mujigae moves to the Philippines with her Aunt Sunny. Together, they face grief and cultural differences while finding strength in family bonds."
Bassima's Womb,"A young, illegal Syrian woman agrees to become a surrogate mother in exchange for a false passport that will bring her deported husband back to Canada. However, she finds out that she is already pregnant and must give up her own child."
Ca Fetele,"The story of three best friends, Silvia and Cela, and Rozana that are trying new things after they find out that Sivlia's husband was cheating on her."
The Groomsmen,"Realizing he barely knows his future bride due to their whirlwind romance, a groom organizes a weekend retreat with four of her old flames, leading to unexpected confessions and revealed secrets."
Fuck Me Baby,
El salto,"Ibrahim has a home, partner, Mariama, and work in Madrid. Suddenly he reckons the only way back is to jump the fence from Morocco into Spanish protectorate Melilla, a challenging physical feat"
Adabana,"In a not so distant future where lifespan extension has become a priority following the spread of a mysterious virus, a privileged man looks back upon his life as he is facing a dilemma: should he live if it means taking someone else's life?"
Peppa Pig: Peppa's Adventures Around the World,"Join Peppa and her family on an oink-credible adventure around the world. From glitzy Hollywood to the iconic Eiffel Tower, and even the beautiful Great Barrier Reef, Peppa and her family are on a quest for an unforgettable journey."
The Grand Siege,"After the passing of his wife Berna, Macit's hope for a fresh start is put to test by his son Alp and his wife's assistant Feyza, both strongly attached to Berna's legacy."
Big Ben,"Lovely and Jean Antony, living in separate countries, face a legal crisis when Jean visits Lovely in London with their 1.5 year daughter. Despite their unfamiliarity with local laws, will they overcome the challenges and reunite?"
One-Way Ticket to the Other Side,"One-Way Ticket To The Other Side presents a series of deeply personal short films centered around the debut album of the musical duo Pornographie Exclusive (Severine Cayron and Jerome Vandewattyne). It is a cinematic, musical, and surreal journey that follows two stoic outlaws as they wander through a world suspended between end and beginning, dream and reality. Their road trip leads them through strange places and encounters with lost souls, immersing them in both absurd and philosophical reflections. Shot in a guerrilla filmmaking style with a warm, grainy look, each poetic tableau of their adventure weaves together the different segments of this unique anthology directed by international filmmakers. In these parallel realms, it is not the story that inspires the music, but rather the music that gives birth to the stories."
Monster Awakens,"A young woman is caught in a blizzard deep in the woods of Maine. She faces extreme temperatures and is hunted by the predators of the woods. Her father attempts to find and save her from the bitter cold, and the monster that awaits them."
Kamen Rider Geats: Jyamato Awaking,"A sinister Ace transforms into Kamen Rider Dooms Geats, clashing with allies. Beroba, another Ace, awakens Michinaga's might. The Riders unravel the enigma surrounding the two Aces to thwart the God of Destruction's advent."
Liminal Girl,"At the height of the pandemic, a young woman must make a 3-day journey on foot through the Canadian wilderness to reach her brother - while also grappling with intense depersonalization and derealization."
No Hamburg No Beatles,Looks at the story of the Beatles before they were famous and how they learned their trade in the fleshpots of postwar Hamburg from 1960 to 1962.
A Century in Sound,Exploring their significance as social hubs and how they introduced Western cultural influences during the latter half of the 20th century.
Ennio Doris - C'è anche domani,
Sandeham,A newlywed couple gets into trouble when the husband discovers that his wife still has feelings for her ex-boyfriend. What will the consequences of this love triangle be? To what extent will he go to win his wife's love forever?
Holy Electricity,"Two cousins discover abandoned crosses in a Tbilisi scrapyard and transform them into neon art, leading to unexpected friendships as they sell their creations door-to-door across the Georgian capital."
Jhopadpatti,"An orphan rises from a slum to an IAS officer, showcasing the trans formative force of community and unyielding determination in this powerful film."
Kaka Boss,Centers on a ruthless debt collector experiencing a change of heart and pursuing his passion for singing.
Alice: On & Off,"Filmed over ten years, this is the story of Alice, an unloved girl trapped in a young mother's life. At 16, she falls in love with Dorian, 35 years her senior."
Bloody Trip: The Equinox Killer,Three friends decide to spend a wild weekend away from the usual routine but end up stumbling upon a satanic ritual.
Pretty Boys,"Grey is a flamboyant and charming twink, and his longtime best friend is Jonas, a heartthrob with a masculine appeal. While Jonas effortlessly navigates the gay dating scene, Grey struggles to find love."
